species,stateProvince,locality,fecha,month,decimalLatitude,decimalLongitude,individualCount
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,165.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-15,11,43.02716,-1.356211,40.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-15,11,43.02716,-1.356211,36.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,775.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,394.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-06,11,43.02716,-1.356211,30.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-15,11,43.02716,-1.356211,165.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,140.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-15,11,43.02716,-1.356211,118.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,300.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,18.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-19,10,43.02716,-1.356211,355.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,74.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,213.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,110.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,53.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,64.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,167.0
Grus grus,Castilla y León,Lagunas de Villafáfila RNat--Área General,2017-12-27,12,41.840794,-5.594144,0.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,185.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,264.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,460.0
Grus grus,Extremadura,Oliva de Plasencia--Laguna del Estanco,2017-12-03,12,40.124973,-6.085411,5.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,55.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,614.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,145.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,200.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,24.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,1144.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-06,11,43.02716,-1.356211,79.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,230.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,285.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,133.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,44.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-15,11,43.02716,-1.356211,57.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,288.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,1140.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,70.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,75.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,56.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,100.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-06,11,43.02716,-1.356211,45.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,506.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,37.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,39.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-26,10,43.02716,-1.356211,78.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,412.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,170.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,1013.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,112.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,130.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,168.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-20,10,43.02716,-1.356211,40.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-15,11,43.02716,-1.356211,5.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,472.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,106.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,176.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-17,10,43.02716,-1.356211,19.0
Grus grus,Valenciana Comunidad,El Hondo PNat--Área General,2017-01-03,1,38.18585,-0.780973,3.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,210.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,366.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-07,11,43.02716,-1.356211,167.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,75.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-06,11,43.02716,-1.356211,57.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,155.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,880.0
Grus grus,Madrid Comunidad de,"Sureste PNat--Laguna Picón de los Conejos, Velilla de San Antonio",2017-11-15,11,40.363335,-3.501012,0.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,316.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-06,11,43.02716,-1.356211,1.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-11-01,11,43.02716,-1.356211,311.0
Grus grus,Castilla-La Mancha,Viso de San Juan- El Calvete,2017-03-11,3,40.13632,-4.015651,16.0
Grus grus,Navarra Comunidad Foral de,Lindus,2017-10-31,10,43.02716,-1.356211,100.0
Grus grus,Valenciana Comunidad,El Hondo PNat--Área General,2017-01-14,1,38.18585,-0.780973,3.0
Grus grus,Andalucía,Doñana PN--Marisma de El Rocío,2017-02-25,2,37.126244,-6.48571,0.0
Grus grus,Andalucía,Doñana PN (área general),2017-02-27,2,37.101078,-6.505741,0.0
Grus grus,Andalucía,Laguna de Medina,2017-01-14,1,36.613014,-6.05675,5.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-10-30,10,36.246727,-5.836309,40.0
Grus grus,Extremadura,Vía de la Plata - La Mancha,2017-01-24,1,40.146763,-6.132943,2.0
Grus grus,Madrid Comunidad de,Aeropuerto de Madrid-Barajas,2017-02-20,2,40.489914,-3.566608,1200.0
Grus grus,Aragón,Embalse de La Loteta,2017-05-12,5,41.813484,-1.327887,1.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-10-30,10,36.246727,-5.836309,90.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-11-28,11,36.246727,-5.836309,95.0
Grus grus,Cataluña,Delta del Llobregat PNat--Espais Naturals del Riu (Area General),2017-11-13,11,41.30586,2.120254,1.0
Grus grus,Andalucía,La Janda--Área General,2017-02-14,2,36.238476,-5.788976,0.0
Grus grus,Extremadura,La Cumbre--Los Cerralbos,2017-02-27,2,39.473297,-6.024247,230.0
Grus grus,Castilla y León,Machacón--Graveras de Francos,2017-02-11,2,40.91526,-5.479362,8.0
Grus grus,Extremadura,Vía de la Plata - Valle de la Venta,2017-01-24,1,40.13527,-6.15085,7.0
Grus grus,Andalucía,La Janda--Majada Verde,2017-02-28,2,36.264862,-5.777054,550.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-11-12,11,36.246727,-5.836309,500.0
Grus grus,Andalucía,Fuente de Piedra--Área General,2017-11-11,11,37.113895,-4.773645,2.0
Grus grus,Castilla-La Mancha,Laguna de Manjavacas RNat,2017-12-17,12,39.41435,-2.857615,0.0
Grus grus,La Rioja,Sotos de Alfaro RN,2017-02-25,2,42.20128,-1.741762,673.0
Grus grus,Castilla-La Mancha,Las Mariquillas,2017-11-12,11,39.136936,-1.747443,40.0
Grus grus,Extremadura,Censos de grulla (embalse de Gabriel y Galán),2017-12-15,12,40.236973,-6.108022,2737.0
Grus grus,Aragón,Laguna de Dos Reinos,2017-02-26,2,42.327076,-1.363463,0.0
Grus grus,Andalucía,La Janda--Área General,2017-02-06,2,36.238476,-5.788976,40.0
Grus grus,Andalucía,La Janda--Área General,2017-03-01,3,36.238476,-5.788976,160.0
Grus grus,Cataluña,Delta del Llobregat PNat--Area general (use specific hotspot if possible),2017-03-27,3,41.2849,2.059164,4.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-12-03,12,36.246727,-5.836309,400.0
Grus grus,Aragón,"Montmesa (42.1611, -0.6683)",2017-02-26,2,42.1611,-0.6683,0.0
Grus grus,Valenciana Comunidad,"ES-Comunidad Valenciana-Pego-Parque Natural del Marjal de Pego-Oliva - 38,8631x-0,0502",2017-02-25,2,38.86306,-0.050168,20.0
Grus grus,Aragón,Embalse de La Sotonera--Paridera de Antonie,2017-01-12,1,42.15316,-0.693641,0.0
Grus grus,Andalucía,Fuente de Piedra--Área General,2017-12-28,12,37.113895,-4.773645,120.0
Grus grus,Aragón,Lagunazo de Moncayuelo,2017-02-26,2,42.215942,-1.311347,0.0
Grus grus,Andalucía,La Janda--Área General,2017-03-08,3,36.238476,-5.788976,400.0
Grus grus,Andalucía,La Janda--Área General,2017-01-18,1,36.238476,-5.788976,700.0
Grus grus,Andalucía,La Janda--Área General,2017-02-14,2,36.238476,-5.788976,450.0
Grus grus,Castilla y León,Lagunas de Villafáfila RNat--Área General,2017-12-23,12,41.840794,-5.594144,0.0
Grus grus,Aragón,Gallocanta,2017-12-27,12,40.991882,-1.512635,854.0
Grus grus,Extremadura,"EX-389, Malpartida de Plasencia, Extremadura, ES (39,913, -5,9)",2017-02-25,2,39.91311,-5.900484,38.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-01-12,1,36.246727,-5.836309,800.0
Grus grus,Cataluña,Riu Segre a Balaguer--Assut,2017-02-01,2,41.7843,0.806248,26.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-11-28,11,36.246727,-5.836309,17.0
Grus grus,Castilla y León,Cavia--Área general,2017-11-01,11,42.282684,-3.834952,23.0
Grus grus,Andalucía,La Janda--Área General,2017-01-26,1,36.238476,-5.788976,0.0
Grus grus,Castilla y León,Azud de Riolobos,2017-02-09,2,40.999077,-5.302513,0.0
Grus grus,Extremadura,Vía de la Plata - Carrones de Charcos Blancos,2017-01-24,1,40.15108,-6.127006,6.0
Grus grus,Aragón,"Montmesa (42.159, -0.6683)",2017-02-26,2,42.159,-0.6683,0.0
Grus grus,Extremadura,"ES-Cáceres-Camino de Trujillo - 39,415x-6,208 - 27/02/2017 13:56",2017-02-27,2,39.414505,-6.208429,210.0
Grus grus,Castilla y León,Valle del Arlanza--Quintanilla del Agua y Tordueles,2017-05-14,5,42.02998,-3.646903,1.0
Grus grus,Extremadura,"EX-389, Malpartida de Plasencia, Extremadura, ES (39,913, -5,9)",2017-02-25,2,39.91311,-5.900484,38.0
Grus grus,Castilla y León,Lagunas de Villafáfila RNat--Área General,2017-12-30,12,41.840794,-5.594144,3.0
Grus grus,Aragón,"Montmesa (42.161, -0.6627)",2017-02-26,2,42.161,-0.6627,0.0
Grus grus,Extremadura,Vegas Altas,2017-03-07,3,39.135303,-5.565586,1.0
Grus grus,Extremadura,Alcollarín--Ctra. a Campo Lugar,2017-02-01,2,39.22069,-5.754856,1.0
Grus grus,Castilla y León,Laguna de El Oso,2017-12-02,12,40.856506,-4.762938,22.0
Grus grus,Castilla y León,Embalse de Santa Teresa--Mirador de Salvatierra de Tormes,2017-12-09,12,40.587257,-5.597992,2.0
Grus grus,Castilla y León,Laguna de El Oso,2017-12-02,12,40.856506,-4.762938,22.0
Grus grus,Extremadura,Saucedilla--Balsa Dehesa Nueva (Obs 6),2017-02-25,2,39.835457,-5.714447,1200.0
Grus grus,Aragón,"Alcalá de Gurrea (42.0617, -0.6394)",2017-02-26,2,42.0617,-0.6394,0.0
Grus grus,Aragón,Formigal,2017-02-24,2,42.772346,-0.362978,400.0
Grus grus,Andalucía,Doñana PNat--Laguna del Tarelo,2017-03-22,3,36.847054,-6.32025,8.0
Grus grus,Extremadura,Moheda Alta--Arrozales de la Balsa,2017-12-18,12,39.16619,-5.478144,0.0
Grus grus,Andalucía,La Janda--Puente del Pericón,2017-12-20,12,36.246727,-5.836309,50.0
Grus grus,Aragón,Laguna de Gallocanta--Área general,2017-01-02,1,40.970238,-1.50444,0.0
Grus grus,Cataluña,"Espais Naturals del Delta de Llobregat,El Prat de Llobregat",2017-11-13,11,41.31246,2.11565,1.0
Grus grus,Extremadura,Santa Marta de Magasca--Río Tamuja,2017-02-23,2,39.50107,-6.115812,14.0
Grus grus,Andalucía,Donana National Park,2017-03-16,3,37.042778,-6.434469,9.0
Grus grus,Castilla-La Mancha,Villacañas--Laguna de Tirez,2017-11-05,11,39.53804,-3.357246,300.0
Grus grus,Castilla-La Mancha,Seseña --Graveras El Puente,2017-11-13,11,40.0761,-3.631311,150.0
Grus grus,Extremadura,Llanos de Belén,2017-03-02,3,39.497154,-5.800095,45.0
Grus grus,Aragón,Bello--Centro de Interpretación,2017-02-26,2,40.92901,-1.465497,4000.0
Grus grus,Valenciana Comunidad,"Observatorio La Reserva, Elche, Comunidad Valenciana, ES (38,167, -0,723)",2017-10-30,10,38.167465,-0.72278,2.0
Grus grus,Extremadura,Villamesías--Azud de Canchalejas,2017-03-19,3,39.221348,-5.931491,1.0
Grus grus,Castilla y León,Laguna de El Oso,2017-11-11,11,40.856506,-4.762938,0.0
