species,stateProvince,locality,fecha,month,decimalLatitude,decimalLongitude,individualCount
Passer domesticus,Andalucía,"ES-Andalucía-El Puerto de Santa María-Calle de Francisco Cossi Ochoa - 36,6033x-6,2159",2017-11-09,11,36.603325,-6.215912,10.0
Passer domesticus,Andalucía,Complejo Endorreico del Puerto de Santa María--Área General,2017-11-09,11,36.643486,-6.230771,8.0
Passer domesticus,Andalucía,"3 Calle San José, Sevilla, Andalucía, ES (37.388, -5.989)",2017-11-09,11,37.388363,-5.988965,6.0
Passer domesticus,Andalucía,Doñana PN--Centro de Visitantes La Rocina,2017-11-09,11,37.12621,-6.498815,12.0
Passer domesticus,País Vasco,Inurritza Biotopo--Inurritza,2017-11-09,11,43.28963,-2.152355,7.0
Passer domesticus,Madrid Comunidad de,"Casa de Campo, Madrid",2017-11-08,11,40.422905,-3.746681,7.0
Passer domesticus,Valenciana Comunidad,El Hondo PNat--Centro de Visitantes,2017-11-09,11,38.186577,-0.78791,0.0
Passer domesticus,Andalucía,Río Guadalquivir--Palma del Río,2017-11-09,11,37.717525,-5.288473,10.0
Passer domesticus,Castilla y León,"47196, La Pedraja de Portillo ES-Castilla y León (41,4862,-4,6524)",2017-12-16,12,41.486244,-4.652447,11.0
Passer domesticus,Galicia,Ribadumia--Veiga do Umia,2017-12-05,12,42.527744,-8.760628,40.0
Passer domesticus,Andalucía,Fuengirola,2017-11-09,11,36.546467,-4.61606,0.0
Passer domesticus,Cantabria,"Marismas de Santoña, Victoria y Joyel PNat--Polder y Ría de Escalante",2017-12-16,12,43.42981,-3.500663,5.0
Passer domesticus,Murcia Región de,La Alcayna--Avenida del Sur 5,2017-11-09,11,38.090893,-1.164071,55.0
Passer domesticus,Aragón,Tauste,2017-12-16,12,41.918945,-1.256288,31.0
Passer domesticus,Cataluña,"42 Carrer de Montevideo, Barcelona, Catalunya, ES (41,399, 2,114)",2017-12-16,12,41.399498,2.114032,4.0
Passer domesticus,Valenciana Comunidad,Cabo de las Huertas/Cap de l'Horta,2017-12-18,12,38.353863,-0.404663,12.0
Passer domesticus,Navarra Comunidad Foral de,Sangüesa--depuradora,2017-12-16,12,42.564182,-1.293887,20.0
Passer domesticus,Castilla y León,Salamanca--Parque San Francisco,2017-12-18,12,40.966568,-5.668466,0.0
Passer domesticus,Andalucía,D9 alameda,2017-11-09,11,37.878487,-4.777153,4.0
Passer domesticus,Aragón,Ejea de los Caballeros--Arrozales,2017-12-16,12,42.087067,-1.159599,36.0
Passer domesticus,Castilla y León,Ávila--Urb. Las Hervencias,2017-12-18,12,40.659885,-4.673781,12.0
Passer domesticus,Galicia,CIUG--Esteiro do Umia (Ponte de Castrelos),2017-12-05,12,42.497402,-8.809584,10.0
Passer domesticus,Madrid Comunidad de,"Calle del Cerro Blanco, Madrid",2017-12-16,12,40.379818,-3.715973,4.0
Passer domesticus,Extremadura,Embalse del Jerte--Cola,2017-12-18,12,40.096893,-5.970225,2.0
Passer domesticus,Madrid Comunidad de,prado puente,2017-12-16,12,40.726505,-3.867601,12.0
Passer domesticus,Murcia Región de,La Ladera,2017-12-15,12,38.035435,-1.13922,1.0
Passer domesticus,Extremadura,Badajoz--Puente de Palmas,2017-12-18,12,38.88183,-6.976694,5.0
Passer domesticus,Navarra Comunidad Foral de,Barañáin--Parque del Lago,2017-11-09,11,42.80319,-1.68932,20.0
Passer domesticus,Aragón,Santa Anastasia,2017-12-16,12,42.134583,-1.235042,3.0
Passer domesticus,Valenciana Comunidad,"6 Partida Almorqui, Font Almorquí, Comunidad Valenciana, ES (38,395, -0,959)",2017-11-08,11,38.394897,-0.95908,15.0
Passer domesticus,Madrid Comunidad de,"2A Carretera Colmenar Viejo, Comunidad de Madrid, ES (40,534, -3,788)",2017-11-09,11,40.534157,-3.787756,2.0
Passer domesticus,Castilla y León,Fuentes de Nava--Pueblo,2017-12-18,12,42.083237,-4.78269,40.0
Passer domesticus,Castilla y León,Estación de servicio La Maya -- Montejo,2017-12-18,12,40.668217,-5.616988,3.0
Passer domesticus,Castilla-La Mancha,"Avenida de Adolfo Suárez, Alcazar De San Juan ES-Castille-La Mancha (39,3864,-3,2358)",2017-11-07,11,39.38637,-3.235797,4.0
Passer domesticus,Illes Baleares,Charca Cigueñelas,2017-10-20,10,39.54978,2.766221,0.0
Passer domesticus,Madrid Comunidad de,Madrid. Casa,2017-11-09,11,40.445507,-3.669805,1.0
Passer domesticus,Andalucía,D11 Jardín Botánico,2017-11-09,11,37.870544,-4.784954,5.0
Passer domesticus,Illes Baleares,"Sant Jordi, Depuradora ",2017-10-02,10,39.548626,2.759532,0.0
Passer domesticus,Illes Baleares,Cap de ses Salines,2017-11-05,11,39.265953,3.053684,0.0
Passer domesticus,Andalucía,El Estrecho PNat--Pinar de Los Lances,2017-11-08,11,36.045853,-5.636821,1.0
Passer domesticus,Valenciana Comunidad,Desembocadura barranco de Carraixet,2017-11-09,11,39.502148,-0.328646,20.0
Passer domesticus,Cataluña,Delta de l'Ebre PNat--Platja de la Marquesa,2017-12-18,12,40.762455,0.798097,5.0
Passer domesticus,Andalucía,Finca Barros,2017-12-18,12,37.18316,-5.480676,40.0
Passer domesticus,Murcia Región de,Río Segura--Contraparada,2017-12-17,12,37.995556,-1.218163,40.0
Passer domesticus,Valenciana Comunidad,Alcoi -- Urbanización Montesol,2017-12-18,12,38.68627,-0.576268,12.0
Passer domesticus,Cataluña,"Espagne, La Vall de Santa Creu",2017-12-17,12,42.334953,3.166466,1.0
Passer domesticus,Andalucía,Sierra de Grazalema PNat--Puerto de Tabizna,2017-11-01,11,36.754272,-5.237721,35.0
Passer domesticus,Aragón,Balsa de las Escorrentias-Agón-50560 -,2017-09-30,9,41.86336,-1.468982,0.0
Passer domesticus,Extremadura,Santiago del Campo--Llanos,2017-12-15,12,39.636803,-6.341839,4.0
Passer domesticus,Castilla y León,VA - Serrada (término),2017-12-16,12,41.45836,-4.861922,3.0
Passer domesticus,Andalucía,San Roque-,2017-12-07,12,37.398964,-2.155911,2.0
Passer domesticus,Galicia,Lugo--Tramo Parque Sagrado Corazón/A Chanca/LU-530,2017-12-15,12,43.01538,-7.548895,2.0
Passer domesticus,Asturias Principado de,Tapia de Casariego--Villamil,2017-12-16,12,43.554424,-6.982199,2.0
Passer domesticus,Galicia,CIUG--Lagoas e campos de Rouxique,2017-12-17,12,42.452984,-8.849073,2.0
Passer domesticus,Extremadura,Monfragüe PN--Fuente del Francés,2017-11-06,11,39.829727,-6.034804,8.0
Passer domesticus,Madrid Comunidad de,Nuevo Baztán - Camino vía tren-Eurovillas,2017-11-08,11,40.35178,-3.2458,15.0
Passer domesticus,Andalucía,Albox Rambla de Meana,2017-12-10,12,37.400898,-2.160289,70.0
Passer domesticus,Navarra Comunidad Foral de,ES-Navarra-Barásoain,2017-11-08,11,42.608074,-1.654677,86.0
Passer domesticus,Murcia Región de,"Avenida Parque-Churra Thader, Murcia, Región de Murcia, ES (38,025, -1,142)",2017-12-15,12,38.024845,-1.14238,14.0
Passer domesticus,Valenciana Comunidad,03610 PETRER,2017-12-06,12,38.3018,-0.465,1.0
Passer domesticus,Extremadura,Laguna de Galisteo,2017-12-17,12,39.994667,-6.283732,70.0
Passer domesticus,Andalucía,Doñana PNat--Salinas de Bonanza,2017-12-15,12,36.836727,-6.34321,40.0
Passer domesticus,Andalucía,Albox Rambla de Meana,2017-12-12,12,37.400898,-2.160289,50.0
Passer domesticus,Navarra Comunidad Foral de,Laguna de Dos Reinos EN,2017-12-15,12,42.32895,-1.366939,447.0
Passer domesticus,Castilla y León,Burgos--La Quinta,2017-12-15,12,42.34151,-3.691543,10.0
Passer domesticus,Murcia Región de,Murcia--Plaza Camilo José Cela,2017-12-15,12,37.995434,-1.131659,34.0
Passer domesticus,Valenciana Comunidad,Carrascal de la Font Roja PNat--Caseta del Fuster,2017-12-17,12,38.676147,-0.476811,1.0
Passer domesticus,Valenciana Comunidad,Marjal dels Moros,2017-12-15,12,39.62096,-0.256934,2.0
Passer domesticus,País Vasco,Getaria,2017-12-17,12,43.30119,-2.202169,41.0
Passer domesticus,Aragón,Monzalbarba,2017-12-15,12,41.692486,-0.965851,34.0
Passer domesticus,Madrid Comunidad de,"Parque Enrique Tierno Galván, San Martín de la Vega ES-Comunidad de Madrid ",2017-12-15,12,40.217045,-3.563787,20.0
Passer domesticus,Extremadura,Madrigalejo--Cantera,2017-12-17,12,39.15333,-5.61896,10.0
Passer domesticus,Cataluña,Parets del Vallès--Parc de l'Estany,2017-12-17,12,41.570404,2.243198,21.0
Passer domesticus,Andalucía,Doñana PN--Marisma de El Rocío,2017-11-08,11,37.126244,-6.48571,0.0
Passer domesticus,Castilla y León,**CAMINO BORDEJÉ VUELTA,2017-11-08,11,41.453384,-2.52084,8.0
Passer domesticus,Andalucía,Fuente de Piedra--Área General,2017-12-17,12,37.113895,-4.773645,18.0
Passer domesticus,Madrid Comunidad de,"ES-Comunidad de Madrid-Aranjuez-Calle de Don Andrés Martínez, 20 - 40,0267x-3,6000",2017-11-08,11,40.02667,-3.599992,1.0
Passer domesticus,Castilla y León,"El Corrillo, Fuentes de Nava, Castilla y León, ES ,",2017-12-17,12,42.07345,-4.765602,5.0
Passer domesticus,Madrid Comunidad de,Fuenlabrada--Parque Lago de Loranca,2017-11-08,11,40.300602,-3.83395,4.0
Passer domesticus,Madrid Comunidad de,Fuenlabrada--Parque Lago de Loranca,2017-12-17,12,40.300602,-3.83395,125.0
Passer domesticus,Navarra Comunidad Foral de,San Martín de Unx--Chorrón,2017-11-05,11,42.527905,-1.565126,7.0
Passer domesticus,Madrid Comunidad de,Mar de Ontígola,2017-11-08,11,40.018433,-3.598993,2.0
Passer domesticus,Andalucía,Castillo De Casares,2017-11-05,11,36.442726,-5.273816,0.0
Passer domesticus,Castilla y León,Cerezal de Aliste,2017-11-08,11,41.585873,-6.050101,1.0
Passer domesticus,Andalucía,Río Andarax--Desembocadura,2017-11-08,11,36.811935,-2.429115,0.0
Passer domesticus,Castilla y León,Los Ausines,2017-12-17,12,42.23131,-3.588409,20.0
Passer domesticus,País Vasco,Campas de Erandio,2017-12-17,12,43.31212,-2.947469,0.0
Passer domesticus,Navarra Comunidad Foral de,Sarriguren--ciudad,2017-12-17,12,42.810513,-1.596966,10.0
Passer domesticus,Andalucía,"808 Puente de Miraflores, Córdoba, Andalucía, ES (37,879, −4,772)",2017-12-17,12,37.878685,-4.772405,10.0
Passer domesticus,Andalucía,Vega de Granada--Acequia de Tarramonta,2017-12-17,12,37.159176,-3.625196,36.0
Passer domesticus,Valenciana Comunidad,Collao Dels Llops,2017-12-17,12,39.64764,-0.444292,10.0
Passer domesticus,Cataluña,Barcelona--Parc de la Ciutadella,2017-12-17,12,41.389004,2.18659,20.0
Passer domesticus,Madrid Comunidad de,"Puente Vallecas, Madrid",2017-12-12,12,40.39727,-3.669436,21.0
Passer domesticus,Madrid Comunidad de,Collado Villalba. R1 SACIN,2017-12-17,12,40.624943,-4.007971,28.0
Passer domesticus,Cataluña,"08930 Sant Adrià de Besòs, Sant Adrià de Besòs ES-Cataluña (41,4227,2,2275)",2017-12-17,12,41.422688,2.227514,1.0
Passer domesticus,Castilla y León,Salamanca--Parque de los Jesuitas,2017-12-17,12,40.961212,-5.655875,23.0
Passer domesticus,Cantabria,Ribamontán al Mar--Langre,2017-12-17,12,43.478104,-3.698065,5.0
Passer domesticus,Castilla y León,Palencia--Jardines de los Trigales,2017-12-17,12,42.01416,-4.526409,45.0
Passer domesticus,Aragón,Embalse de San Salvador,2017-12-17,12,41.78885,0.215671,200.0
Passer domesticus,Extremadura,Embalse de Arrocampo--General (use specific hotspot if possible),2017-05-07,5,39.82623,-5.691591,0.0
Passer domesticus,Extremadura,Trujillo--Plaza de Toros,2017-05-07,5,39.45699,-5.872364,50.0
Passer domesticus,Cantabria,Bahía de Santander--Marismas de Parayas,2017-12-17,12,43.430527,-3.820625,4.0
Passer domesticus,Andalucía,Almería--Parque Andarax-Charca S,2017-12-13,12,36.8185,-2.430732,12.0
Passer domesticus,Cataluña,Ribes de Freser-- poble,2017-12-17,12,42.304676,2.167579,11.0
Passer domesticus,Castilla y León,El Fresno y la Pelmaza,2017-12-17,12,40.61632,-4.758089,200.0
Passer domesticus,Aragón,Charo,2017-12-17,12,42.388863,0.259254,0.0
Passer domesticus,Cataluña,"110 Camí de la Pineda, Gavà, Catalunya, ES (41,275, 2,008)",2017-12-17,12,41.275333,2.008445,5.0
Passer domesticus,Aragón,Junzano--Torrulluelas,2017-12-16,12,42.13074,-0.12024,11.0
Passer domesticus,Castilla y León,Parque Hervencia. Ávila,2017-12-15,12,40.659718,-4.677086,6.0
Passer domesticus,Navarra Comunidad Foral de,San Martín de Unx--C/ General Lerga,2017-10-31,10,42.52349,-1.564443,5.0
Passer domesticus,Murcia Región de,Embalse de Santomera,2017-12-14,12,38.10399,-1.090822,0.0
Passer domesticus,Galicia,CIUG--Lagoas e campos de Rouxique,2017-11-07,11,42.452984,-8.849073,10.0
Passer domesticus,Andalucía,Río Andarax--Desembocadura,2017-12-14,12,36.811935,-2.429115,0.0
Passer domesticus,Galicia,CIUG--Illotes e intermareal de Os Leiros,2017-11-07,11,42.45351,-8.854753,2.0
Passer domesticus,Andalucía,Castilblanco de los Arroyos--Termino municipal,2017-11-07,11,37.678097,-5.988677,45.0
Passer domesticus,Castilla y León,Muga de Sayago,2017-12-14,12,41.38567,-6.20158,5.0
Passer domesticus,Navarra Comunidad Foral de,Arguedas--arrozales,2017-12-14,12,42.14985,-1.59791,400.0
Passer domesticus,Andalucía,Salvador Tavora,2017-12-11,12,37.37772,-5.955159,1.0
Passer domesticus,Cantabria,Bahía de Santander--Dársena de Raos y puerto deportivo,2017-12-08,12,43.43274,-3.816591,0.0
Passer domesticus,Castilla y León,Villalar de los Comuneros--La Capilla (O del pueblo),2017-12-14,12,41.548946,-5.160055,40.0
Passer domesticus,Andalucía,Laguna del Gosque--Martín de la Jara,2017-12-14,12,37.130085,-4.944614,2.0
Passer domesticus,País Vasco,Txingudi--Plaiaundi,2017-11-07,11,43.34896,-1.792598,8.0
Passer domesticus,Aragón,Zaragoza--Huerta Las Fuentes y Soto Cantalobos,2017-12-09,12,41.640335,-0.846462,0.0
Passer domesticus,Extremadura,Embalse de Portaje--Observatorio,2017-11-07,11,39.862762,-6.522268,9.0
Passer domesticus,Andalucía,Marismas del Odiel PNat--General,2017-12-14,12,37.239143,-6.96486,3.0
Passer domesticus,Andalucía,Algeciras--Parque del Centenario,2017-12-14,12,36.107624,-5.43313,7.0
Passer domesticus,Cataluña,Cami del Abre / Del Mar - farms & fields area,2017-11-07,11,41.297543,2.04011,1.0
Passer domesticus,Valenciana Comunidad,Desembocadura barranco de Carraixet,2017-12-14,12,39.502148,-0.328646,0.0
Passer domesticus,Castilla y León,**CAMINO BORDEJÉ VUELTA,2017-11-07,11,41.453384,-2.52084,3.0
Passer domesticus,Aragón,Junzano,2017-12-16,12,42.137768,-0.128065,25.0
Passer domesticus,Castilla-La Mancha,"Avenida de Adolfo Suárez, Alcazar De San Juan ES-Castille-La Mancha (39,3864,-3,2358)",2017-11-07,11,39.38637,-3.235797,4.0
Passer domesticus,Extremadura,Villar de Plasencia--Pueblo,2017-11-07,11,40.138386,-6.029435,2.0
Passer domesticus,Castilla y León,San Leonardo de Yagüe--Pueblo y entorno,2017-12-16,12,41.82634,-3.068447,76.0
Passer domesticus,Castilla-La Mancha,Méntrida,2017-11-07,11,40.234592,-4.189227,16.0
Passer domesticus,Valenciana Comunidad,Almardá,2017-11-07,11,39.6916,-0.202217,55.0
Passer domesticus,Andalucía,Sierra de Grazalema PNat--Sierra del Endrinal,2017-12-16,12,36.7438,-5.390983,5.0
Passer domesticus,Cantabria,"Marismas de Santoña, Victoria y Joyel PNat--Puerto de Santoña",2017-12-16,12,43.439495,-3.46201,5.0
Passer domesticus,Cantabria,"Marismas de Santoña, Victoria y Joyel PNat--Canal de Boo y Marismas de Bengoa",2017-11-03,11,43.45154,-3.463134,2.0
Passer domesticus,Extremadura,Cáceres--Parque del Príncipe,2017-11-07,11,39.474613,-6.382823,8.0
Passer domesticus,Aragón,Junzano--Torrulluelas,2017-12-16,12,42.13074,-0.12024,11.0
Passer domesticus,Extremadura,Monfragüe PN--General (use specific hotspot if possible),2017-12-13,12,39.828617,-6.002726,15.0
Passer domesticus,Navarra Comunidad Foral de,Tudela--Valdelafuente,2017-12-13,12,42.13445,-1.669171,23.0
Passer domesticus,Andalucía,"Dique de Juan Carlos I, Huelva ES-Andalucía (37,2680,-6,9867)",2017-12-10,12,37.268047,-6.986748,0.0
Passer domesticus,Andalucía,Córdoba--Sotos de Albolafia,2017-11-07,11,37.874752,-4.780099,5.0
Passer domesticus,Extremadura,Casas Del Portanchito,2017-12-16,12,39.448868,-6.327545,2.0
Passer domesticus,Cataluña,Cingles de Siurana,2017-12-16,12,41.25833,0.936389,2.0
Passer domesticus,Madrid Comunidad de,Sureste PNat--Laguna de El Campillo,2017-12-16,12,40.320396,-3.504252,27.0
Passer domesticus,Galicia,"Fontao, Esperante",2017-12-13,12,42.97325,-7.577713,15.0
Passer domesticus,Valenciana Comunidad,"Fondo de les neus, Boquera",2017-12-16,12,38.299477,-0.843226,0.0
Passer domesticus,Madrid Comunidad de,Leganés--Bosquesur,2017-12-16,12,40.29609,-3.776293,105.0
Passer domesticus,Castilla y León,ES-Salas de los Infantes,2017-12-16,12,42.02156,-3.287144,30.0
Passer domesticus,Andalucía,"El Condado, Andalusia, ES (37,047, −6,566)",2017-12-13,12,37.046528,-6.56612,12.0
Passer domesticus,Galicia,Cambados--Costa de Tragove,2017-12-05,12,42.52966,-8.828305,5.0
Passer domesticus,Andalucía,D7 Molino de Martos,2017-12-13,12,37.880684,-4.770848,4.0
Passer domesticus,Galicia,Lugo--Parque da Milagrosa-Paradai,2017-12-16,12,43.023632,-7.561383,15.0
Passer domesticus,Aragón,Alfocea,2017-12-13,12,41.72995,-0.975418,8.0
Passer domesticus,Valenciana Comunidad,Cabo de las Huertas/Cap de l'Horta,2017-12-16,12,38.353863,-0.404663,10.0
Passer domesticus,Castilla y León,Santa Leocadia--Pueblo y alrededores,2017-12-13,12,42.746593,-6.523196,10.0
Passer domesticus,Murcia Región de,Salinas de Marchamalo,2017-12-13,12,37.63596,-0.719261,8.0
Passer domesticus,Navarra Comunidad Foral de,San Martín de Unx--C/ General Lerga,2017-10-12,10,42.52349,-1.564443,6.0
Passer domesticus,Andalucía,Fuente de Piedra--Centro de Visitantes,2017-12-08,12,37.131992,-4.74339,0.0
Passer domesticus,Cataluña,Abocador comarcal del Pla d'Urgell,2017-12-13,12,41.658695,0.950875,0.0
Passer domesticus,Andalucía,Brazo del Este--Área General,2017-10-18,10,37.11598,-6.037674,70.0
Passer domesticus,Navarra Comunidad Foral de,ES-Navarra-Barásoain,2017-12-13,12,42.608074,-1.654677,31.0
Passer domesticus,Madrid Comunidad de,M - Ciudad Universitaria - HCSC,2017-12-13,12,40.439976,-3.721656,1.0
Passer domesticus,Navarra Comunidad Foral de,Sangüesa--depuradora,2017-11-04,11,42.564182,-1.293887,15.0
Passer domesticus,País Vasco,Embalse de Ullibarri--Landa,2017-12-11,12,42.95363,-2.590864,0.0
Passer domesticus,Cataluña,La Palma de Cervello--Passeig del roure,2017-12-13,12,41.411125,1.967535,1.0
Passer domesticus,País Vasco,"6, Gernika Hiribidea--Oion",2017-12-13,12,42.504456,-2.432851,35.0
Passer domesticus,Castilla y León,Burgos--Fuentesblancas,2017-11-06,11,42.342495,-3.658447,20.0
Passer domesticus,Castilla y León,Arroyo de Valmuza area,2017-11-06,11,40.907303,-5.776287,5.0
Passer domesticus,Andalucía,La Janda--Área General,2017-11-06,11,36.238476,-5.788976,25.0
Passer domesticus,Madrid Comunidad de,"Cuenca Alta Manzanares PNat--Aryo. Samburiel, emb. Santillana",2017-11-06,11,40.718803,-3.870031,4.0
Passer domesticus,Andalucía,Pantano de los melonares,2017-11-06,11,37.76746,-5.893478,0.0
Passer domesticus,Extremadura,Torrejoncillo--La Zaudera,2017-11-06,11,39.961132,-6.440297,30.0
Passer domesticus,Extremadura,Badajoz--Azud del Guadiana,2017-12-16,12,38.86622,-7.012603,10.0
Passer domesticus,Castilla y León,Zaratán--Área general,2017-12-16,12,41.669888,-4.806948,0.0
Passer domesticus,Valenciana Comunidad,Desembocadura barranco de Carraixet,2017-11-06,11,39.502148,-0.328646,60.0
Passer domesticus,Extremadura,Embalse de Alcollarín,2017-11-06,11,39.25698,-5.748982,0.0
Passer domesticus,Valenciana Comunidad,"61 Avinguda del Mediterrani, Santa Pola, Comunidad Valenciana, ES (38.235, -0.521)",2017-11-06,11,38.23545,-0.521274,6.0
Passer domesticus,Castilla y León,Palencia--Monte el Viejo (Casa Pequeña y entorno),2017-12-16,12,41.975925,-4.550223,3.0
Passer domesticus,Madrid Comunidad de,Zarzaquemada,2017-12-16,12,40.338684,-3.747942,10.0
Passer domesticus,Murcia Región de,Bolnuevo Estuary,2017-11-04,11,37.561317,-1.300421,0.0
Passer domesticus,Cataluña,Rambla de Prim,2017-12-16,12,41.416233,2.214017,4.0
Passer domesticus,Madrid Comunidad de,Cuenca alta del Manzanares PNat--Emb. Santillana,2017-12-16,12,40.72608,-3.836871,15.0
Passer domesticus,Valenciana Comunidad,Elche--Parc Jaume I,2017-12-16,12,38.269222,-0.694081,6.0
Passer domesticus,Galicia,Sanxenxo--Polígono de Nantes,2017-12-06,12,42.434296,-8.809432,5.0
Passer domesticus,Cataluña,Desembocadura del Foix,2017-12-16,12,41.20001,1.675286,0.0
Passer domesticus,Extremadura,Plasencia--Río Jerte (tramo urbano),2017-11-06,11,40.025703,-6.09092,45.0
Passer domesticus,Galicia,CIUG--A Revolta,2017-12-06,12,42.445362,-8.859787,30.0
Passer domesticus,Galicia,Enseada de San Simón--Miradoiro das Salinas,2017-11-06,11,42.34901,-8.626956,2.0
Passer domesticus,Andalucía,Isla las palomas,2017-11-06,11,36.000263,-5.610194,20.0
Passer domesticus,Extremadura,Campo Lugar--Charcas de Manzanares,2017-11-06,11,39.181087,-5.746922,0.0
Passer domesticus,Galicia,CIUG--Bahía de A Lanzada (Mirador de As Pantoeiras),2017-10-26,10,42.45824,-8.886804,3.0
Passer domesticus,Murcia Región de,La Alcayna--Avenida del Sur 5,2017-11-06,11,38.090893,-1.164071,15.0
Passer domesticus,Andalucía,Vega de Granada--Acequia de Tarramonta,2017-12-12,12,37.159176,-3.625196,18.0
Passer domesticus,País Vasco,Getxo--Espigon,2017-12-12,12,43.34113,-3.019568,12.0
Passer domesticus,Andalucía,"Isla De Tarifa,Tarifa",2017-11-06,11,36.001007,-5.610033,20.0
Passer domesticus,Navarra Comunidad Foral de,Berriozar--Artiberri,2017-12-12,12,42.83771,-1.667197,5.0
Passer domesticus,Navarra Comunidad Foral de,Sierra del Perdón,2017-11-06,11,42.731598,-1.702495,11.0
Passer domesticus,Andalucía,Venta del Charco-Aldea del cerezo,2017-11-03,11,38.210625,-4.276628,0.0
Passer domesticus,Andalucía,Córdoba--Sotos de Albolafia,2017-11-05,11,37.874752,-4.780099,0.0
Passer domesticus,Murcia Región de,Cartagena ciudad/city,2017-11-04,11,37.60025,-0.982718,3.0
Passer domesticus,Andalucía,Zahara de la Sierra Campo,2017-12-07,12,36.829372,-5.385085,20.0
Passer domesticus,Madrid Comunidad de,Parque Berlín-Madrid,2017-11-06,11,40.45041,-3.675764,9.0
Passer domesticus,País Vasco,Txingudi--Plaiaundi,2017-12-12,12,43.34896,-1.792598,10.0
Passer domesticus,Madrid Comunidad de,Plaza de Oriente-Madrid,2017-12-11,12,40.418324,-3.711854,25.0
Passer domesticus,Andalucía,Río Andarax--Desembocadura,2017-10-13,10,36.811935,-2.429115,14.0
Passer domesticus,Illes Baleares,"Carrer Castell de Bellver, Palma, Illes Balears, ES (39.564, 2.619)",2017-12-15,12,39.56391,2.619483,0.0
Passer domesticus,Extremadura,Plasencia--Río Jerte (tramo urbano),2017-12-12,12,40.025703,-6.09092,120.0
Passer domesticus,País Vasco,Donostia--Bahía de la Concha,2017-12-12,12,43.318424,-1.994802,12.0
Passer domesticus,País Vasco,Donostia--Urgull,2017-12-12,12,43.32495,-1.988139,2.0
Passer domesticus,Murcia Región de,Lagunas de Campotejar ZEPA,2017-12-15,12,38.113304,-1.221478,2.0
Passer domesticus,Cataluña,"Avinguda d'Europa, Sant Cugat del Vallès ES-Catalonia (41.4857,2.0544)",2017-12-12,12,41.485657,2.054363,8.0
Passer domesticus,Castilla y León,Salamanca--Catedral,2017-12-12,12,40.96043,-5.667201,9.0
Passer domesticus,Andalucía,"21500, Gibraleón ES-Andalucía (37,3546,-7,0763)",2017-12-12,12,37.35457,-7.076321,0.0
Passer domesticus,Castilla y León,Villalar de los Comuneros--Núcleo urbano,2017-12-12,12,41.550083,-5.139039,10.0
Passer domesticus,Galicia,Santiago de Compostela--Parque da Música,2017-12-12,12,42.88898,-8.544531,15.0
Passer domesticus,Extremadura,Embalse de Gabriel y Galán--Sureste,2017-12-15,12,40.240505,-6.101387,3.0
Passer domesticus,Castilla y León,Burgos--Fuentesblancas,2017-11-05,11,42.342495,-3.658447,2.0
Passer domesticus,Asturias Principado de,Tapia de Casariego--Villamil,2017-11-05,11,43.55071,-6.978799,8.0
Passer domesticus,Cataluña,Delta del Llobregat PNat--Area general (use specific hotspot if possible),2017-11-05,11,41.2849,2.059164,16.0
Passer domesticus,Andalucía,Barbate,2017-05-07,5,36.196106,-5.911825,0.0
Passer domesticus,País Vasco,Getaria,2017-12-15,12,43.30119,-2.202169,7.0
Passer domesticus,Castilla y León,Carrascalejo y entorno,2017-12-15,12,40.402092,-5.434493,0.0
Passer domesticus,Andalucía,Parador de Málaga Golf,2017-12-15,12,36.652065,-4.474289,2.0
Passer domesticus,Navarra Comunidad Foral de,Laguna de Pitillas RN--Area General,2017-01-20,1,42.414513,-1.581482,0.0
Passer domesticus,Galicia,Lugo--Parque de Paradai,2017-12-15,12,43.020706,-7.555584,4.0
Passer domesticus,Navarra Comunidad Foral de,ES-Navarra-Aibar-Izco,2017-12-15,12,42.63103,-1.37244,12.0
Passer domesticus,Cantabria,Ribamontán al Mar--Langre,2017-11-05,11,43.478104,-3.698065,9.0
Passer domesticus,Andalucía,Seville Airport,2017-05-06,5,37.42169,-5.901418,0.0
Passer domesticus,Valenciana Comunidad,03610 PETRER,2017-12-08,12,38.3018,-0.465,10.0
Passer domesticus,Cataluña,Torreribera,2017-12-15,12,41.60561,0.695915,5.0
Passer domesticus,Castilla y León,Carracedelo--Pueblo y alrededores,2017-12-15,12,42.555935,-6.732269,30.0
Passer domesticus,Castilla y León,Machacón--Graveras de Francos,2017-02-05,2,40.91526,-5.479362,8.0
Passer domesticus,Castilla y León,Machacón--Graveras de Francos,2017-11-19,11,40.91526,-5.479362,23.0
Passer domesticus,Andalucía,Doñana PNat--Pinar de La Algaida,2017-12-15,12,36.86369,-6.297977,20.0
Passer domesticus,Extremadura,Cáceres--Paseo Alto,2017-12-15,12,39.482845,-6.37633,15.0
Passer domesticus,Madrid Comunidad de,Sierra de Guadarrama PN--Pto. de La Morcuera,2017-11-05,11,40.82824,-3.831696,5.0
Passer domesticus,Illes Baleares,"12 Carrer de Vallseca, Palma, Illes Balears, ES (39.568, 2.645)",2017-12-15,12,39.568398,2.645224,0.0
Passer domesticus,Andalucía,Río Grande,2017-12-14,12,36.722633,-4.704927,0.0
Passer domesticus,Valenciana Comunidad,03610 PETRER,2017-12-03,12,38.3018,-0.465,1.0
Passer domesticus,Madrid Comunidad de,Sureste PNat--Soto de las Juntas,2017-12-06,12,40.31275,-3.528526,1.0
